"","name","lat","lon","time","Rab.Obv","geometry","RabID","MST.time","Hour","DayOfYr","Date"
"332","Junki62",43.15836797,-116.206657,"2022-08-11T08:58:30Z","Jackrab",c(-116.206657, 43.15836797),332,2022-08-11 02:58:30,2,223,2022-08-11
"333","Junki7",43.26168397,-116.206305,"2022-08-03T07:46:57Z","Jackrab",c(-116.206305, 43.26168397),333,2022-08-03 01:46:57,1,215,2022-08-03
"334","Junki71",43.161826,-116.004263,"2022-08-04T09:30:41Z","Jackrab",c(-116.004263, 43.161826),334,2022-08-04 03:30:41,3,216,2022-08-04
"335","Junki8",43.27503098,-116.201126,"2022-08-03T07:48:54Z","Jackrab",c(-116.201126, 43.27503098),335,2022-08-03 01:48:54,1,215,2022-08-03
"336","Junki81",43.16547297,-116.006374,"2022-08-04T09:31:49Z","Jackrab",c(-116.006374, 43.16547297),336,2022-08-04 03:31:49,3,216,2022-08-04
"337","Junki9",43.27902102,-116.190517,"2022-08-03T07:50:16Z","Jackrab",c(-116.190517, 43.27902102),337,2022-08-03 01:50:16,1,215,2022-08-03
"338","Junki91",43.16690099,-116.007434,"2022-08-04T09:32:08Z","Jackrab",c(-116.007434, 43.16690099),338,2022-08-04 03:32:08,3,216,2022-08-04
"339","Junkib",43.21460098,-115.987007,"2022-08-03T04:50:57Z","Jackrab",c(-115.987007, 43.21460098),339,2022-08-02 22:50:57,22,214,2022-08-02
"340","Junkib1",43.21454499,-115.989249,"2022-08-03T04:51:44Z","Jackrab",c(-115.989249, 43.21454499),340,2022-08-02 22:51:44,22,214,2022-08-02
"341","Junkib10",43.28552102,-116.193515,"2022-08-04T08:02:55Z","Jackrab",c(-116.193515, 43.28552102),341,2022-08-04 02:02:55,2,216,2022-08-04
"342","Junkib101",43.27235003,-116.05716,"2022-08-05T07:20:20Z","Jackrab",c(-116.05716, 43.27235003),342,2022-08-05 01:20:20,1,217,2022-08-05
"343","Junkib102",43.36008601,-116.23443,"2022-08-08T07:04:13Z","Jackrab",c(-116.23443, 43.36008601),343,2022-08-08 01:04:13,1,220,2022-08-08
"344","Junkib11",43.219235,-116.250373,"2022-08-04T08:03:07Z","Jackrab",c(-116.250373, 43.219235),344,2022-08-04 02:03:07,2,216,2022-08-04
"345","Junkib110",43.214863,-115.977499,"2022-08-05T07:00:22Z","Jackrab",c(-115.977499, 43.214863),345,2022-08-05 01:00:22,1,217,2022-08-05
"346","Junkib111",43.27444199,-116.064133,"2022-08-05T07:21:25Z","Jackrab",c(-116.064133, 43.27444199),346,2022-08-05 01:21:25,1,217,2022-08-05
"347","Junkib112",43.39468399,-116.234421,"2022-08-08T06:55:06Z","Jackrab",c(-116.234421, 43.39468399),347,2022-08-08 00:55:06,0,220,2022-08-08
"348","Junkib113",43.36008601,-116.23443,"2022-08-08T07:07:26Z","Jackrab",c(-116.23443, 43.36008601),348,2022-08-08 01:07:26,1,220,2022-08-08
"349","Junkib114",43.40363896,-116.234373,"2022-08-09T07:17:35Z","Jackrab",c(-116.234373, 43.40363896),349,2022-08-09 01:17:35,1,221,2022-08-09
"350","Junkib115",43.21480701,-115.980381,"2022-08-11T07:20:03Z","Jackrab",c(-115.980381, 43.21480701),350,2022-08-11 01:20:03,1,223,2022-08-11
"351","Junkib116",43.26686801,-116.047624,"2022-08-12T07:49:23Z","Jackrab",c(-116.047624, 43.26686801),351,2022-08-12 01:49:23,1,224,2022-08-12
"352","Junkib12",43.28552102,-116.193515,"2022-08-04T08:04:00Z","Jackrab",c(-116.193515, 43.28552102),352,2022-08-04 02:04:00,2,216,2022-08-04
"353","Junkib121",43.27405298,-116.065434,"2022-08-05T07:21:37Z","Jackrab",c(-116.065434, 43.27405298),353,2022-08-05 01:21:37,1,217,2022-08-05
"354","Junkib122",43.36008601,-116.23443,"2022-08-08T07:08:06Z","Jackrab",c(-116.23443, 43.36008601),354,2022-08-08 01:08:06,1,220,2022-08-08
"355","Junkib13",43.40252602,-116.234357,"2022-08-04T07:25:54Z","Jackrab",c(-116.234357, 43.40252602),355,2022-08-04 01:25:54,1,216,2022-08-04
"356","Junkib131",43.27359801,-116.066631,"2022-08-05T07:21:48Z","Jackrab",c(-116.066631, 43.27359801),356,2022-08-05 01:21:48,1,217,2022-08-05
"357","Junkib132",43.36008601,-116.23443,"2022-08-08T07:09:03Z","Jackrab",c(-116.23443, 43.36008601),357,2022-08-08 01:09:03,1,220,2022-08-08
"358","Junkib14",43.39548304,-116.234414,"2022-08-04T07:26:45Z","Jackrab",c(-116.234414, 43.39548304),358,2022-08-04 01:26:45,1,216,2022-08-04
"359","Junkib141",43.27372299,-116.072883,"2022-08-05T07:22:40Z","Jackrab",c(-116.072883, 43.27372299),359,2022-08-05 01:22:40,1,217,2022-08-05
"360","Junkib142",43.36008601,-116.23443,"2022-08-08T07:12:47Z","Jackrab",c(-116.23443, 43.36008601),360,2022-08-08 01:12:47,1,220,2022-08-08
"361","Junkib15",43.28110199,-116.089201,"2022-08-05T07:24:48Z","Jackrab",c(-116.089201, 43.28110199),361,2022-08-05 01:24:48,1,217,2022-08-05
"362","Junkib151",43.36008601,-116.23443,"2022-08-08T07:12:59Z","Jackrab",c(-116.23443, 43.36008601),362,2022-08-08 01:12:59,1,220,2022-08-08
"363","Junkib16",43.28325002,-116.09164,"2022-08-05T07:28:37Z","Jackrab",c(-116.09164, 43.28325002),363,2022-08-05 01:28:37,1,217,2022-08-05
"364","Junkib161",43.36008601,-116.23443,"2022-08-08T07:13:10Z","Jackrab",c(-116.23443, 43.36008601),364,2022-08-08 01:13:10,1,220,2022-08-08
"365","Junkib17",43.28325002,-116.09164,"2022-08-05T07:29:59Z","Jackrab",c(-116.09164, 43.28325002),365,2022-08-05 01:29:59,1,217,2022-08-05
"366","Junkib171",43.36008601,-116.23443,"2022-08-08T07:15:30Z","Jackrab",c(-116.23443, 43.36008601),366,2022-08-08 01:15:30,1,220,2022-08-08
"367","Junkib18",43.28325002,-116.09164,"2022-08-05T07:32:29Z","Jackrab",c(-116.09164, 43.28325002),367,2022-08-05 01:32:29,1,217,2022-08-05
"368","Junkib181",43.36008601,-116.23443,"2022-08-08T07:16:23Z","Jackrab",c(-116.23443, 43.36008601),368,2022-08-08 01:16:23,1,220,2022-08-08
"369","Junkib19",43.28325002,-116.09164,"2022-08-05T07:33:55Z","Jackrab",c(-116.09164, 43.28325002),369,2022-08-05 01:33:55,1,217,2022-08-05
"370","Junkib191",43.36008601,-116.23443,"2022-08-08T07:16:47Z","Jackrab",c(-116.23443, 43.36008601),370,2022-08-08 01:16:47,1,220,2022-08-08
"371","Junkib20",43.21486099,-115.976478,"2022-08-05T07:00:03Z","Jackrab",c(-115.976478, 43.21486099),371,2022-08-05 01:00:03,1,217,2022-08-05
"372","Junkib201",43.36008601,-116.23443,"2022-08-08T07:19:05Z","Jackrab",c(-116.23443, 43.36008601),372,2022-08-08 01:19:05,1,220,2022-08-08
"373","Junkib21",43.37354399,-116.234438,"2022-08-04T07:29:31Z","Jackrab",c(-116.234438, 43.37354399),373,2022-08-04 01:29:31,1,216,2022-08-04
"374","Junkib210",43.21463199,-115.985598,"2022-08-11T07:20:42Z","Jackrab",c(-115.985598, 43.21463199),374,2022-08-11 01:20:42,1,223,2022-08-11
"375","Junkib211",43.36008601,-116.23443,"2022-08-08T07:22:28Z","Jackrab",c(-116.23443, 43.36008601),375,2022-08-08 01:22:28,1,220,2022-08-08
"376","Junkib212",43.28004504,-116.128054,"2022-08-12T07:58:23Z","Jackrab",c(-116.128054, 43.28004504),376,2022-08-12 01:58:23,1,224,2022-08-12
"377","Junkib22",43.214547,-115.990258,"2022-08-05T07:02:21Z","Jackrab",c(-115.990258, 43.214547),377,2022-08-05 01:02:21,1,217,2022-08-05
"378","Junkib221",43.35447298,-116.23443,"2022-08-08T07:27:08Z","Jackrab",c(-116.23443, 43.35447298),378,2022-08-08 01:27:08,1,220,2022-08-08
"379","Junkib23",43.35447298,-116.23443,"2022-08-08T07:32:40Z","Jackrab",c(-116.23443, 43.35447298),379,2022-08-08 01:32:40,1,220,2022-08-08
"380","Junkib24",43.35447298,-116.23443,"2022-08-08T07:32:52Z","Jackrab",c(-116.23443, 43.35447298),380,2022-08-08 01:32:52,1,220,2022-08-08
"381","Junkib25",43.35447298,-116.23443,"2022-08-08T07:33:50Z","Jackrab",c(-116.23443, 43.35447298),381,2022-08-08 01:33:50,1,220,2022-08-08
"382","Junkib26",43.40098299,-116.234373,"2022-08-08T06:54:18Z","Jackrab",c(-116.234373, 43.40098299),382,2022-08-08 00:54:18,0,220,2022-08-08
"383","Junkib27",43.37196501,-116.234412,"2022-08-08T06:58:04Z","Jackrab",c(-116.234412, 43.37196501),383,2022-08-08 00:58:04,0,220,2022-08-08
"384","Junkib28",43.40655201,-116.234403,"2022-08-09T07:17:13Z","Jackrab",c(-116.234403, 43.40655201),384,2022-08-09 01:17:13,1,221,2022-08-09
"385","Junkib29",43.37464898,-116.234469,"2022-08-09T07:21:10Z","Jackrab",c(-116.234469, 43.37464898),385,2022-08-09 01:21:10,1,221,2022-08-09
"386","Junkib3",43.21411399,-115.993951,"2022-08-03T04:53:09Z","Jackrab",c(-115.993951, 43.21411399),386,2022-08-02 22:53:09,22,214,2022-08-02
"387","Junkib30",43.21485604,-115.978224,"2022-08-11T07:19:49Z","Jackrab",c(-115.978224, 43.21485604),387,2022-08-11 01:19:49,1,223,2022-08-11
"388","Junkib31",43.35093901,-116.234439,"2022-08-04T07:33:21Z","Jackrab",c(-116.234439, 43.35093901),388,2022-08-04 01:33:21,1,216,2022-08-04
"389","Junkib32",43.21794997,-116.019521,"2022-08-05T07:09:12Z","Jackrab",c(-116.019521, 43.21794997),389,2022-08-05 01:09:12,1,217,2022-08-05
"390","Junkib33",43.36765696,-116.23443,"2022-08-08T06:58:37Z","Jackrab",c(-116.23443, 43.36765696),390,2022-08-08 00:58:37,0,220,2022-08-08
"391","Junkib34",43.37330704,-116.234448,"2022-08-09T07:21:21Z","Jackrab",c(-116.234448, 43.37330704),391,2022-08-09 01:21:21,1,221,2022-08-09
"392","Junkib35",43.21126197,-115.998422,"2022-08-11T07:22:35Z","Jackrab",c(-115.998422, 43.21126197),392,2022-08-11 01:22:35,1,223,2022-08-11
"393","Junkib36",43.26628698,-116.047311,"2022-08-12T07:49:10Z","Jackrab",c(-116.047311, 43.26628698),393,2022-08-12 01:49:10,1,224,2022-08-12
"394","Junkib4",43.21361301,-115.994698,"2022-08-03T04:53:21Z","Jackrab",c(-115.994698, 43.21361301),394,2022-08-02 22:53:21,22,214,2022-08-02
"395","Junkib41",43.30530197,-116.213475,"2022-08-04T07:41:02Z","Jackrab",c(-116.213475, 43.30530197),395,2022-08-04 01:41:02,1,216,2022-08-04
"396","Junkib42",43.21983196,-116.019268,"2022-08-05T07:09:28Z","Jackrab",c(-116.019268, 43.21983196),396,2022-08-05 01:09:28,1,217,2022-08-05
"397","Junkib43",43.36209297,-116.234443,"2022-08-08T06:59:20Z","Jackrab",c(-116.234443, 43.36209297),397,2022-08-08 00:59:20,0,220,2022-08-08
"398","Junkib44",43.371547,-116.234432,"2022-08-09T07:23:16Z","Jackrab",c(-116.234432, 43.371547),398,2022-08-09 01:23:16,1,221,2022-08-09
"399","Junkib45",43.20930404,-116.001712,"2022-08-11T07:23:05Z","Jackrab",c(-116.001712, 43.20930404),399,2022-08-11 01:23:05,1,223,2022-08-11
"400","Junkib5",43.208233,-116.005009,"2022-08-03T04:55:34Z","Jackrab",c(-116.005009, 43.208233),400,2022-08-02 22:55:34,22,214,2022-08-02
"401","Junkib51",43.29036098,-116.197896,"2022-08-04T07:43:39Z","Jackrab",c(-116.197896, 43.29036098),401,2022-08-04 01:43:39,1,216,2022-08-04
"402","Junkib52",43.25590197,-116.034696,"2022-08-05T07:16:15Z","Jackrab",c(-116.034696, 43.25590197),402,2022-08-05 01:16:15,1,217,2022-08-05
"403","Junkib53",43.36008601,-116.23443,"2022-08-08T06:59:45Z","Jackrab",c(-116.23443, 43.36008601),403,2022-08-08 00:59:45,0,220,2022-08-08
"404","Junkib54",43.371547,-116.234432,"2022-08-09T07:24:11Z","Jackrab",c(-116.234432, 43.371547),404,2022-08-09 01:24:11,1,221,2022-08-09
"405","Junkib6",43.20712801,-116.00852,"2022-08-03T04:55:59Z","Jackrab",c(-116.00852, 43.20712801),405,2022-08-02 22:55:59,22,214,2022-08-02
"406","Junkib61",43.28574498,-116.193515,"2022-08-04T07:44:22Z","Jackrab",c(-116.193515, 43.28574498),406,2022-08-04 01:44:22,1,216,2022-08-04
"407","Junkib62",43.25778899,-116.041802,"2022-08-05T07:17:01Z","Jackrab",c(-116.041802, 43.25778899),407,2022-08-05 01:17:01,1,217,2022-08-05
"408","Junkib63",43.36008601,-116.23443,"2022-08-08T06:59:58Z","Jackrab",c(-116.23443, 43.36008601),408,2022-08-08 00:59:58,0,220,2022-08-08
"409","Junkib64",43.371547,-116.234432,"2022-08-09T07:27:58Z","Jackrab",c(-116.234432, 43.371547),409,2022-08-09 01:27:58,1,221,2022-08-09
"410","Junkib7",43.28574498,-116.193515,"2022-08-04T07:44:59Z","Jackrab",c(-116.193515, 43.28574498),410,2022-08-04 01:44:59,1,216,2022-08-04
"411","Junkib71",43.26641003,-116.047351,"2022-08-05T07:18:25Z","Jackrab",c(-116.047351, 43.26641003),411,2022-08-05 01:18:25,1,217,2022-08-05
"412","Junkib72",43.36008601,-116.23443,"2022-08-08T07:00:43Z","Jackrab",c(-116.23443, 43.36008601),412,2022-08-08 01:00:43,1,220,2022-08-08
"413","Junkib73",43.370611,-116.234432,"2022-08-09T07:28:28Z","Jackrab",c(-116.234432, 43.370611),413,2022-08-09 01:28:28,1,221,2022-08-09
"414","Junkib8",43.28574498,-116.193515,"2022-08-04T07:53:00Z","Jackrab",c(-116.193515, 43.28574498),414,2022-08-04 01:53:00,1,216,2022-08-04
"415","Junkib81",43.26807803,-116.049035,"2022-08-05T07:18:48Z","Jackrab",c(-116.049035, 43.26807803),415,2022-08-05 01:18:48,1,217,2022-08-05
"416","Junkib82",43.36008601,-116.23443,"2022-08-08T07:00:54Z","Jackrab",c(-116.23443, 43.36008601),416,2022-08-08 01:00:54,1,220,2022-08-08
"417","Junkib83",43.370611,-116.234432,"2022-08-09T07:28:39Z","Jackrab",c(-116.234432, 43.370611),417,2022-08-09 01:28:39,1,221,2022-08-09
"418","Junkib9",43.28574498,-116.193515,"2022-08-04T07:53:13Z","Jackrab",c(-116.193515, 43.28574498),418,2022-08-04 01:53:13,1,216,2022-08-04
"419","Junkib91",43.26983697,-116.051408,"2022-08-05T07:19:19Z","Jackrab",c(-116.051408, 43.26983697),419,2022-08-05 01:19:19,1,217,2022-08-05
"420","Junkib92",43.36008601,-116.23443,"2022-08-08T07:03:45Z","Jackrab",c(-116.23443, 43.36008601),420,2022-08-08 01:03:45,1,220,2022-08-08
"421","Junkib93",43.370611,-116.234432,"2022-08-09T07:28:51Z","Jackrab",c(-116.234432, 43.370611),421,2022-08-09 01:28:51,1,221,2022-08-09
"422","Junkie",43.33702404,-116.219166,"2022-08-03T09:52:24Z","Jackrab",c(-116.219166, 43.33702404),422,2022-08-03 03:52:24,3,215,2022-08-03
"423","Junkie1",43.35045797,-116.234401,"2022-08-03T09:55:38Z","Jackrab",c(-116.234401, 43.35045797),423,2022-08-03 03:55:38,3,215,2022-08-03
"424","Junkie10",43.27320004,-116.069875,"2022-08-09T09:45:40Z","Jackrab",c(-116.069875, 43.27320004),424,2022-08-09 03:45:40,3,221,2022-08-09
"425","Junkie101",43.328963,-116.221801,"2022-08-11T10:15:38Z","Jackrab",c(-116.221801, 43.328963),425,2022-08-11 04:15:38,4,223,2022-08-11
"426","Junkie11",43.214604,-115.987025,"2022-08-04T10:37:39Z","Jackrab",c(-115.987025, 43.214604),426,2022-08-04 04:37:39,4,216,2022-08-04
"427","Junkie110",43.28025098,-116.126182,"2022-08-09T09:37:48Z","Jackrab",c(-116.126182, 43.28025098),427,2022-08-09 03:37:48,3,221,2022-08-09
"428","Junkie111",43.27444098,-116.063582,"2022-08-09T09:46:24Z","Jackrab",c(-116.063582, 43.27444098),428,2022-08-09 03:46:24,3,221,2022-08-09
"429","Junkie112",43.22735799,-116.231634,"2022-08-11T09:54:25Z","Jackrab",c(-116.231634, 43.22735799),429,2022-08-11 03:54:25,3,223,2022-08-11
"430","Junkie113",43.34658704,-116.23445,"2022-08-11T10:18:17Z","Jackrab",c(-116.23445, 43.34658704),430,2022-08-11 04:18:17,4,223,2022-08-11
"431","Junkie114",43.38272201,-116.234439,"2022-08-12T10:03:38Z","Jackrab",c(-116.234439, 43.38272201),431,2022-08-12 04:03:38,4,224,2022-08-12
"432","Junkie12",43.27437602,-116.062822,"2022-08-09T09:46:37Z","Jackrab",c(-116.062822, 43.27437602),432,2022-08-09 03:46:37,3,221,2022-08-09
"433","Junkie121",43.34818203,-116.234445,"2022-08-11T10:18:30Z","Jackrab",c(-116.234445, 43.34818203),433,2022-08-11 04:18:30,4,223,2022-08-11
"434","Junkie13",43.27412498,-116.061715,"2022-08-09T09:46:48Z","Jackrab",c(-116.061715, 43.27412498),434,2022-08-09 03:46:48,3,221,2022-08-09
"435","Junkie131",43.354951,-116.234393,"2022-08-11T10:19:24Z","Jackrab",c(-116.234393, 43.354951),435,2022-08-11 04:19:24,4,223,2022-08-11
"436","Junkie14",43.27335997,-116.05954,"2022-08-09T09:47:08Z","Jackrab",c(-116.05954, 43.27335997),436,2022-08-09 03:47:08,3,221,2022-08-09
"437","Junkie141",43.35776003,-116.234335,"2022-08-11T10:19:54Z","Jackrab",c(-116.234335, 43.35776003),437,2022-08-11 04:19:54,4,223,2022-08-11
"438","Junkie15",43.26759397,-116.048488,"2022-08-09T09:48:34Z","Jackrab",c(-116.048488, 43.26759397),438,2022-08-09 03:48:34,3,221,2022-08-09
"439","Junkie151",43.35872202,-116.234356,"2022-08-11T10:20:06Z","Jackrab",c(-116.234356, 43.35872202),439,2022-08-11 04:20:06,4,223,2022-08-11
"440","Junkie16",43.26004799,-116.044903,"2022-08-09T09:49:36Z","Jackrab",c(-116.044903, 43.26004799),440,2022-08-09 03:49:36,3,221,2022-08-09
"441","Junkie161",43.362271,-116.234385,"2022-08-11T10:20:39Z","Jackrab",c(-116.234385, 43.362271),441,2022-08-11 04:20:39,4,223,2022-08-11
"442","Junkie17",43.258813,-116.043522,"2022-08-09T09:49:48Z","Jackrab",c(-116.043522, 43.258813),442,2022-08-09 03:49:48,3,221,2022-08-09
"443","Junkie171",43.36396398,-116.234395,"2022-08-11T10:20:59Z","Jackrab",c(-116.234395, 43.36396398),443,2022-08-11 04:20:59,4,223,2022-08-11
"444","Junkie18",43.25658099,-116.03944,"2022-08-09T09:50:17Z","Jackrab",c(-116.03944, 43.25658099),444,2022-08-09 03:50:17,3,221,2022-08-09
"445","Junkie181",43.36989803,-116.234407,"2022-08-11T10:22:07Z","Jackrab",c(-116.234407, 43.36989803),445,2022-08-11 04:22:07,4,223,2022-08-11
"446","Junkie19",43.210549,-115.999457,"2022-08-09T10:02:09Z","Jackrab",c(-115.999457, 43.210549),446,2022-08-09 04:02:09,4,221,2022-08-09
"447","Junkie191",43.38229403,-116.234438,"2022-08-11T10:23:57Z","Jackrab",c(-116.234438, 43.38229403),447,2022-08-11 04:23:57,4,223,2022-08-11
"448","Junkie2",43.35536004,-116.23442,"2022-08-03T09:56:27Z","Jackrab",c(-116.23442, 43.35536004),448,2022-08-03 03:56:27,3,215,2022-08-03
"449","Junkie20",43.21456301,-115.992179,"2022-08-09T10:03:23Z","Jackrab",c(-115.992179, 43.21456301),449,2022-08-09 04:03:23,4,221,2022-08-09
"450","Junkie21",43.214662,-115.984958,"2022-08-04T10:37:53Z","Jackrab",c(-115.984958, 43.214662),450,2022-08-04 04:37:53,4,216,2022-08-04
"451","Junkie22",43.33787204,-116.234432,"2022-08-09T09:28:09Z","Jackrab",c(-116.234432, 43.33787204),451,2022-08-09 03:28:09,3,221,2022-08-09
"452","Junkie23",43.28031099,-116.125695,"2022-08-09T09:37:59Z","Jackrab",c(-116.125695, 43.28031099),452,2022-08-09 03:37:59,3,221,2022-08-09
"453","Junkie24",43.21727003,-116.251559,"2022-08-11T09:51:19Z","Jackrab",c(-116.251559, 43.21727003),453,2022-08-11 03:51:19,3,223,2022-08-11
"454","Junkie25",43.22688902,-116.216251,"2022-08-11T09:56:48Z","Jackrab",c(-116.216251, 43.22688902),454,2022-08-11 03:56:48,3,223,2022-08-11
"455","Junkie26",43.35730598,-116.234335,"2022-08-12T09:59:35Z","Jackrab",c(-116.234335, 43.35730598),455,2022-08-12 03:59:35,3,224,2022-08-12
"456","Junkie27",43.41289401,-116.234372,"2022-08-12T10:07:59Z","Jackrab",c(-116.234372, 43.41289401),456,2022-08-12 04:07:59,4,224,2022-08-12
"457","Junkie3",43.36774698,-116.234414,"2022-08-03T09:58:41Z","Jackrab",c(-116.234414, 43.36774698),457,2022-08-03 03:58:41,3,215,2022-08-03
"458","Junkie31",43.28032499,-116.125579,"2022-08-09T09:38:10Z","Jackrab",c(-116.125579, 43.28032499),458,2022-08-09 03:38:10,3,221,2022-08-09
"459","Junkie32",43.22516402,-116.210321,"2022-08-11T09:57:31Z","Jackrab",c(-116.210321, 43.22516402),459,2022-08-11 03:57:31,3,223,2022-08-11
"460","Junkie4",43.38446301,-116.234444,"2022-08-03T10:01:09Z","Jackrab",c(-116.234444, 43.38446301),460,2022-08-03 04:01:09,4,215,2022-08-03
"461","Junkie41",43.28140802,-116.089696,"2022-08-09T09:42:23Z","Jackrab",c(-116.089696, 43.28140802),461,2022-08-09 03:42:23,3,221,2022-08-09
"462","Junkie42",43.27173597,-116.206236,"2022-08-11T10:06:02Z","Jackrab",c(-116.206236, 43.27173597),462,2022-08-11 04:06:02,4,223,2022-08-11
"463","Junkie5",43.39042104,-116.23442,"2022-08-03T10:01:58Z","Jackrab",c(-116.23442, 43.39042104),463,2022-08-03 04:01:58,4,215,2022-08-03
"464","Junkie51",43.27827897,-116.083296,"2022-08-09T09:43:09Z","Jackrab",c(-116.083296, 43.27827897),464,2022-08-09 03:43:09,3,221,2022-08-09
"465","Junkie52",43.28533402,-116.192059,"2022-08-11T10:09:06Z","Jackrab",c(-116.192059, 43.28533402),465,2022-08-11 04:09:06,4,223,2022-08-11
"466","Junkie6",43.21006101,-116.000201,"2022-08-04T10:35:35Z","Jackrab",c(-116.000201, 43.21006101),466,2022-08-04 04:35:35,4,216,2022-08-04
"467","Junkie61",43.27701699,-116.081237,"2022-08-09T09:43:33Z","Jackrab",c(-116.081237, 43.27701699),467,2022-08-09 03:43:33,3,221,2022-08-09
"468","Junkie62",43.298821,-116.211442,"2022-08-11T10:11:34Z","Jackrab",c(-116.211442, 43.298821),468,2022-08-11 04:11:34,4,223,2022-08-11
"469","Junkie7",43.28381103,-116.090099,"2022-08-05T09:40:27Z","Jackrab",c(-116.090099, 43.28381103),469,2022-08-05 03:40:27,3,217,2022-08-05
"470","Junkie71",43.27663503,-116.080742,"2022-08-09T09:44:02Z","Jackrab",c(-116.080742, 43.27663503),470,2022-08-09 03:44:02,3,221,2022-08-09
"471","Junkie72",43.31786402,-116.215386,"2022-08-11T10:13:57Z","Jackrab",c(-116.215386, 43.31786402),471,2022-08-11 04:13:57,4,223,2022-08-11
"472","Junkie8",43.35447298,-116.23443,"2022-08-08T10:06:13Z","Jackrab",c(-116.23443, 43.35447298),472,2022-08-08 04:06:13,4,220,2022-08-08
"473","Junkie81",43.27660804,-116.080709,"2022-08-09T09:44:13Z","Jackrab",c(-116.080709, 43.27660804),473,2022-08-09 03:44:13,3,221,2022-08-09
"474","Junkie82",43.32629696,-116.218204,"2022-08-11T10:15:07Z","Jackrab",c(-116.218204, 43.32629696),474,2022-08-11 04:15:07,4,223,2022-08-11
"475","Junkie9",43.27352199,-116.071821,"2022-08-09T09:45:29Z","Jackrab",c(-116.071821, 43.27352199),475,2022-08-09 03:45:29,3,221,2022-08-09
"476","Junkie91",43.32755802,-116.219894,"2022-08-11T10:15:22Z","Jackrab",c(-116.219894, 43.32755802),476,2022-08-11 04:15:22,4,223,2022-08-11
"477","Ja",43.34491602,-116.129885,"2022-08-02T04:41:50Z","Jackrab",c(-116.129885, 43.34491602),477,2022-08-01 22:41:50,22,213,2022-08-01
"478","Ja1",43.31247202,-116.134104,"2022-08-02T05:00:10Z","Jackrab",c(-116.134104, 43.31247202),478,2022-08-01 23:00:10,23,213,2022-08-01
"479","Ja10",43.20599796,-116.274224,"2022-08-05T07:11:07Z","Jackrab",c(-116.274224, 43.20599796),479,2022-08-05 01:11:07,1,217,2022-08-05
"480","Ja101",43.17401396,-116.243955,"2022-08-09T05:51:08Z","Jackrab",c(-116.243955, 43.17401396),480,2022-08-08 23:51:08,23,220,2022-08-08
"481","Ja11",43.31523696,-116.151603,"2022-08-02T08:43:26Z","Jackrab",c(-116.151603, 43.31523696),481,2022-08-02 02:43:26,2,214,2022-08-02
"482","Ja110",43.195707,-116.006717,"2022-08-09T07:25:12Z","Jackrab",c(-116.006717, 43.195707),482,2022-08-09 01:25:12,1,221,2022-08-09
"483","Ja111",43.20635201,-116.274218,"2022-08-05T07:11:21Z","Jackrab",c(-116.274218, 43.20635201),483,2022-08-05 01:11:21,1,217,2022-08-05
"484","Ja112",43.17394104,-116.243772,"2022-08-09T05:51:14Z","Jackrab",c(-116.243772, 43.17394104),484,2022-08-08 23:51:14,23,220,2022-08-08
"485","Ja113",43.16671802,-115.984585,"2022-08-12T05:40:39Z","Jackrab",c(-115.984585, 43.16671802),485,2022-08-11 23:40:39,23,223,2022-08-11
"486","Ja114",43.18342198,-116.182427,"2022-08-12T06:13:12Z","Jackrab",c(-116.182427, 43.18342198),486,2022-08-12 00:13:12,0,224,2022-08-12
"487","Ja12",43.34598203,-116.145594,"2022-08-04T05:19:03Z","Jackrab",c(-116.145594, 43.34598203),487,2022-08-03 23:19:03,23,215,2022-08-03
"488","Ja121",43.21429403,-116.262222,"2022-08-05T07:19:28Z","Jackrab",c(-116.262222, 43.21429403),488,2022-08-05 01:19:28,1,217,2022-08-05
"489","Ja122",43.17329203,-116.24107,"2022-08-09T05:52:15Z","Jackrab",c(-116.24107, 43.17329203),489,2022-08-08 23:52:15,23,220,2022-08-08
"490","Ja13",43.16945496,-115.975592,"2022-08-05T05:44:01Z","Jackrab",c(-115.975592, 43.16945496),490,2022-08-04 23:44:01,23,216,2022-08-04
"491","Ja131",43.17292297,-116.240069,"2022-08-09T05:52:44Z","Jackrab",c(-116.240069, 43.17292297),491,2022-08-08 23:52:44,23,220,2022-08-08
"492","Ja14",43.16065497,-116.209247,"2022-08-05T06:37:10Z","Jackrab",c(-116.209247, 43.16065497),492,2022-08-05 00:37:10,0,217,2022-08-05
"493","Ja141",43.17235996,-116.238918,"2022-08-09T05:53:15Z","Jackrab",c(-116.238918, 43.17235996),493,2022-08-08 23:53:15,23,220,2022-08-08
"494","Ja15",43.16089301,-116.211121,"2022-08-05T06:37:45Z","Jackrab",c(-116.211121, 43.16089301),494,2022-08-05 00:37:45,0,217,2022-08-05
"495","Ja151",43.17225804,-116.238722,"2022-08-09T05:53:21Z","Jackrab",c(-116.238722, 43.17225804),495,2022-08-08 23:53:21,23,220,2022-08-08
"496","Ja16",43.31286597,-116.26522,"2022-08-08T05:54:39Z","Jackrab",c(-116.26522, 43.31286597),496,2022-08-07 23:54:39,23,219,2022-08-07
"497","Ja161",43.16532402,-116.221556,"2022-08-09T05:59:15Z","Jackrab",c(-116.221556, 43.16532402),497,2022-08-08 23:59:15,23,220,2022-08-08
