"","RabID","Rab.Obv","name","Date","Hour","DayOfYr","MST.time","lat","lon","geometry","SurveyNight"
"381",381,"Jackrab","Junkib25",2022-08-08,1,220,2022-08-08 01:33:50,43.35447298,-116.23443,c(-116.23443, 43.35447298),"5"
"382",382,"Jackrab","Junkib26",2022-08-08,0,220,2022-08-08 00:54:18,43.40098299,-116.234373,c(-116.234373, 43.40098299),"5"
"383",383,"Jackrab","Junkib27",2022-08-08,0,220,2022-08-08 00:58:04,43.37196501,-116.234412,c(-116.234412, 43.37196501),"5"
"384",384,"Jackrab","Junkib28",2022-08-09,1,221,2022-08-09 01:17:13,43.40655201,-116.234403,c(-116.234403, 43.40655201),"6"
"385",385,"Jackrab","Junkib29",2022-08-09,1,221,2022-08-09 01:21:10,43.37464898,-116.234469,c(-116.234469, 43.37464898),"6"
"386",386,"Jackrab","Junkib3",2022-08-02,22,214,2022-08-02 22:53:09,43.21411399,-115.993951,c(-115.993951, 43.21411399),"2"
"387",387,"Jackrab","Junkib30",2022-08-11,1,223,2022-08-11 01:19:49,43.21485604,-115.978224,c(-115.978224, 43.21485604),"7"
"388",388,"Jackrab","Junkib31",2022-08-04,1,216,2022-08-04 01:33:21,43.35093901,-116.234439,c(-116.234439, 43.35093901),"3"
"389",389,"Jackrab","Junkib32",2022-08-05,1,217,2022-08-05 01:09:12,43.21794997,-116.019521,c(-116.019521, 43.21794997),"4"
"390",390,"Jackrab","Junkib33",2022-08-08,0,220,2022-08-08 00:58:37,43.36765696,-116.23443,c(-116.23443, 43.36765696),"5"
"391",391,"Jackrab","Junkib34",2022-08-09,1,221,2022-08-09 01:21:21,43.37330704,-116.234448,c(-116.234448, 43.37330704),"6"
"392",392,"Jackrab","Junkib35",2022-08-11,1,223,2022-08-11 01:22:35,43.21126197,-115.998422,c(-115.998422, 43.21126197),"7"
"393",393,"Jackrab","Junkib36",2022-08-12,1,224,2022-08-12 01:49:10,43.26628698,-116.047311,c(-116.047311, 43.26628698),"8"
"394",394,"Jackrab","Junkib4",2022-08-02,22,214,2022-08-02 22:53:21,43.21361301,-115.994698,c(-115.994698, 43.21361301),"2"
"395",395,"Jackrab","Junkib41",2022-08-04,1,216,2022-08-04 01:41:02,43.30530197,-116.213475,c(-116.213475, 43.30530197),"3"
"396",396,"Jackrab","Junkib42",2022-08-05,1,217,2022-08-05 01:09:28,43.21983196,-116.019268,c(-116.019268, 43.21983196),"4"
"397",397,"Jackrab","Junkib43",2022-08-08,0,220,2022-08-08 00:59:20,43.36209297,-116.234443,c(-116.234443, 43.36209297),"5"
"398",398,"Jackrab","Junkib44",2022-08-09,1,221,2022-08-09 01:23:16,43.371547,-116.234432,c(-116.234432, 43.371547),"6"
"399",399,"Jackrab","Junkib45",2022-08-11,1,223,2022-08-11 01:23:05,43.20930404,-116.001712,c(-116.001712, 43.20930404),"7"
"400",400,"Jackrab","Junkib5",2022-08-02,22,214,2022-08-02 22:55:34,43.208233,-116.005009,c(-116.005009, 43.208233),"2"
"401",401,"Jackrab","Junkib51",2022-08-04,1,216,2022-08-04 01:43:39,43.29036098,-116.197896,c(-116.197896, 43.29036098),"3"
"402",402,"Jackrab","Junkib52",2022-08-05,1,217,2022-08-05 01:16:15,43.25590197,-116.034696,c(-116.034696, 43.25590197),"4"
"403",403,"Jackrab","Junkib53",2022-08-08,0,220,2022-08-08 00:59:45,43.36008601,-116.23443,c(-116.23443, 43.36008601),"5"
"404",404,"Jackrab","Junkib54",2022-08-09,1,221,2022-08-09 01:24:11,43.371547,-116.234432,c(-116.234432, 43.371547),"6"
"405",405,"Jackrab","Junkib6",2022-08-02,22,214,2022-08-02 22:55:59,43.20712801,-116.00852,c(-116.00852, 43.20712801),"2"
"406",406,"Jackrab","Junkib61",2022-08-04,1,216,2022-08-04 01:44:22,43.28574498,-116.193515,c(-116.193515, 43.28574498),"3"
"407",407,"Jackrab","Junkib62",2022-08-05,1,217,2022-08-05 01:17:01,43.25778899,-116.041802,c(-116.041802, 43.25778899),"4"
"408",408,"Jackrab","Junkib63",2022-08-08,0,220,2022-08-08 00:59:58,43.36008601,-116.23443,c(-116.23443, 43.36008601),"5"
"409",409,"Jackrab","Junkib64",2022-08-09,1,221,2022-08-09 01:27:58,43.371547,-116.234432,c(-116.234432, 43.371547),"6"
"410",410,"Jackrab","Junkib7",2022-08-04,1,216,2022-08-04 01:44:59,43.28574498,-116.193515,c(-116.193515, 43.28574498),"3"
"411",411,"Jackrab","Junkib71",2022-08-05,1,217,2022-08-05 01:18:25,43.26641003,-116.047351,c(-116.047351, 43.26641003),"4"
"412",412,"Jackrab","Junkib72",2022-08-08,1,220,2022-08-08 01:00:43,43.36008601,-116.23443,c(-116.23443, 43.36008601),"5"
"413",413,"Jackrab","Junkib73",2022-08-09,1,221,2022-08-09 01:28:28,43.370611,-116.234432,c(-116.234432, 43.370611),"6"
"414",414,"Jackrab","Junkib8",2022-08-04,1,216,2022-08-04 01:53:00,43.28574498,-116.193515,c(-116.193515, 43.28574498),"3"
"415",415,"Jackrab","Junkib81",2022-08-05,1,217,2022-08-05 01:18:48,43.26807803,-116.049035,c(-116.049035, 43.26807803),"4"
"416",416,"Jackrab","Junkib82",2022-08-08,1,220,2022-08-08 01:00:54,43.36008601,-116.23443,c(-116.23443, 43.36008601),"5"
"417",417,"Jackrab","Junkib83",2022-08-09,1,221,2022-08-09 01:28:39,43.370611,-116.234432,c(-116.234432, 43.370611),"6"
"418",418,"Jackrab","Junkib9",2022-08-04,1,216,2022-08-04 01:53:13,43.28574498,-116.193515,c(-116.193515, 43.28574498),"3"
"419",419,"Jackrab","Junkib91",2022-08-05,1,217,2022-08-05 01:19:19,43.26983697,-116.051408,c(-116.051408, 43.26983697),"4"
"420",420,"Jackrab","Junkib92",2022-08-08,1,220,2022-08-08 01:03:45,43.36008601,-116.23443,c(-116.23443, 43.36008601),"5"
"421",421,"Jackrab","Junkib93",2022-08-09,1,221,2022-08-09 01:28:51,43.370611,-116.234432,c(-116.234432, 43.370611),"6"
"422",422,"Jackrab","Junkie",2022-08-03,3,215,2022-08-03 03:52:24,43.33702404,-116.219166,c(-116.219166, 43.33702404),"2"
"423",423,"Jackrab","Junkie1",2022-08-03,3,215,2022-08-03 03:55:38,43.35045797,-116.234401,c(-116.234401, 43.35045797),"2"
"424",424,"Jackrab","Junkie10",2022-08-09,3,221,2022-08-09 03:45:40,43.27320004,-116.069875,c(-116.069875, 43.27320004),"6"
"425",425,"Jackrab","Junkie101",2022-08-11,4,223,2022-08-11 04:15:38,43.328963,-116.221801,c(-116.221801, 43.328963),"7"
"426",426,"Jackrab","Junkie11",2022-08-04,4,216,2022-08-04 04:37:39,43.214604,-115.987025,c(-115.987025, 43.214604),"3"
"427",427,"Jackrab","Junkie110",2022-08-09,3,221,2022-08-09 03:37:48,43.28025098,-116.126182,c(-116.126182, 43.28025098),"6"
"428",428,"Jackrab","Junkie111",2022-08-09,3,221,2022-08-09 03:46:24,43.27444098,-116.063582,c(-116.063582, 43.27444098),"6"
"429",429,"Jackrab","Junkie112",2022-08-11,3,223,2022-08-11 03:54:25,43.22735799,-116.231634,c(-116.231634, 43.22735799),"7"
"430",430,"Jackrab","Junkie113",2022-08-11,4,223,2022-08-11 04:18:17,43.34658704,-116.23445,c(-116.23445, 43.34658704),"7"
"431",431,"Jackrab","Junkie114",2022-08-12,4,224,2022-08-12 04:03:38,43.38272201,-116.234439,c(-116.234439, 43.38272201),"8"
"432",432,"Jackrab","Junkie12",2022-08-09,3,221,2022-08-09 03:46:37,43.27437602,-116.062822,c(-116.062822, 43.27437602),"6"
"433",433,"Jackrab","Junkie121",2022-08-11,4,223,2022-08-11 04:18:30,43.34818203,-116.234445,c(-116.234445, 43.34818203),"7"
"434",434,"Jackrab","Junkie13",2022-08-09,3,221,2022-08-09 03:46:48,43.27412498,-116.061715,c(-116.061715, 43.27412498),"6"
"435",435,"Jackrab","Junkie131",2022-08-11,4,223,2022-08-11 04:19:24,43.354951,-116.234393,c(-116.234393, 43.354951),"7"
"436",436,"Jackrab","Junkie14",2022-08-09,3,221,2022-08-09 03:47:08,43.27335997,-116.05954,c(-116.05954, 43.27335997),"6"
"437",437,"Jackrab","Junkie141",2022-08-11,4,223,2022-08-11 04:19:54,43.35776003,-116.234335,c(-116.234335, 43.35776003),"7"
"438",438,"Jackrab","Junkie15",2022-08-09,3,221,2022-08-09 03:48:34,43.26759397,-116.048488,c(-116.048488, 43.26759397),"6"
"439",439,"Jackrab","Junkie151",2022-08-11,4,223,2022-08-11 04:20:06,43.35872202,-116.234356,c(-116.234356, 43.35872202),"7"
"440",440,"Jackrab","Junkie16",2022-08-09,3,221,2022-08-09 03:49:36,43.26004799,-116.044903,c(-116.044903, 43.26004799),"6"
"441",441,"Jackrab","Junkie161",2022-08-11,4,223,2022-08-11 04:20:39,43.362271,-116.234385,c(-116.234385, 43.362271),"7"
"442",442,"Jackrab","Junkie17",2022-08-09,3,221,2022-08-09 03:49:48,43.258813,-116.043522,c(-116.043522, 43.258813),"6"
"443",443,"Jackrab","Junkie171",2022-08-11,4,223,2022-08-11 04:20:59,43.36396398,-116.234395,c(-116.234395, 43.36396398),"7"
"444",444,"Jackrab","Junkie18",2022-08-09,3,221,2022-08-09 03:50:17,43.25658099,-116.03944,c(-116.03944, 43.25658099),"6"
"445",445,"Jackrab","Junkie181",2022-08-11,4,223,2022-08-11 04:22:07,43.36989803,-116.234407,c(-116.234407, 43.36989803),"7"
"446",446,"Jackrab","Junkie19",2022-08-09,4,221,2022-08-09 04:02:09,43.210549,-115.999457,c(-115.999457, 43.210549),"6"
"447",447,"Jackrab","Junkie191",2022-08-11,4,223,2022-08-11 04:23:57,43.38229403,-116.234438,c(-116.234438, 43.38229403),"7"
"448",448,"Jackrab","Junkie2",2022-08-03,3,215,2022-08-03 03:56:27,43.35536004,-116.23442,c(-116.23442, 43.35536004),"2"
"449",449,"Jackrab","Junkie20",2022-08-09,4,221,2022-08-09 04:03:23,43.21456301,-115.992179,c(-115.992179, 43.21456301),"6"
"450",450,"Jackrab","Junkie21",2022-08-04,4,216,2022-08-04 04:37:53,43.214662,-115.984958,c(-115.984958, 43.214662),"3"
"451",451,"Jackrab","Junkie22",2022-08-09,3,221,2022-08-09 03:28:09,43.33787204,-116.234432,c(-116.234432, 43.33787204),"6"
"452",452,"Jackrab","Junkie23",2022-08-09,3,221,2022-08-09 03:37:59,43.28031099,-116.125695,c(-116.125695, 43.28031099),"6"
"453",453,"Jackrab","Junkie24",2022-08-11,3,223,2022-08-11 03:51:19,43.21727003,-116.251559,c(-116.251559, 43.21727003),"7"
"454",454,"Jackrab","Junkie25",2022-08-11,3,223,2022-08-11 03:56:48,43.22688902,-116.216251,c(-116.216251, 43.22688902),"7"
"455",455,"Jackrab","Junkie26",2022-08-12,3,224,2022-08-12 03:59:35,43.35730598,-116.234335,c(-116.234335, 43.35730598),"8"
"456",456,"Jackrab","Junkie27",2022-08-12,4,224,2022-08-12 04:07:59,43.41289401,-116.234372,c(-116.234372, 43.41289401),"8"
"457",457,"Jackrab","Junkie3",2022-08-03,3,215,2022-08-03 03:58:41,43.36774698,-116.234414,c(-116.234414, 43.36774698),"2"
"458",458,"Jackrab","Junkie31",2022-08-09,3,221,2022-08-09 03:38:10,43.28032499,-116.125579,c(-116.125579, 43.28032499),"6"
"459",459,"Jackrab","Junkie32",2022-08-11,3,223,2022-08-11 03:57:31,43.22516402,-116.210321,c(-116.210321, 43.22516402),"7"
"460",460,"Jackrab","Junkie4",2022-08-03,4,215,2022-08-03 04:01:09,43.38446301,-116.234444,c(-116.234444, 43.38446301),"2"
"461",461,"Jackrab","Junkie41",2022-08-09,3,221,2022-08-09 03:42:23,43.28140802,-116.089696,c(-116.089696, 43.28140802),"6"
"462",462,"Jackrab","Junkie42",2022-08-11,4,223,2022-08-11 04:06:02,43.27173597,-116.206236,c(-116.206236, 43.27173597),"7"
"463",463,"Jackrab","Junkie5",2022-08-03,4,215,2022-08-03 04:01:58,43.39042104,-116.23442,c(-116.23442, 43.39042104),"2"
"464",464,"Jackrab","Junkie51",2022-08-09,3,221,2022-08-09 03:43:09,43.27827897,-116.083296,c(-116.083296, 43.27827897),"6"
"465",465,"Jackrab","Junkie52",2022-08-11,4,223,2022-08-11 04:09:06,43.28533402,-116.192059,c(-116.192059, 43.28533402),"7"
"466",466,"Jackrab","Junkie6",2022-08-04,4,216,2022-08-04 04:35:35,43.21006101,-116.000201,c(-116.000201, 43.21006101),"3"
"467",467,"Jackrab","Junkie61",2022-08-09,3,221,2022-08-09 03:43:33,43.27701699,-116.081237,c(-116.081237, 43.27701699),"6"
"468",468,"Jackrab","Junkie62",2022-08-11,4,223,2022-08-11 04:11:34,43.298821,-116.211442,c(-116.211442, 43.298821),"7"
"469",469,"Jackrab","Junkie7",2022-08-05,3,217,2022-08-05 03:40:27,43.28381103,-116.090099,c(-116.090099, 43.28381103),"4"
"470",470,"Jackrab","Junkie71",2022-08-09,3,221,2022-08-09 03:44:02,43.27663503,-116.080742,c(-116.080742, 43.27663503),"6"
"471",471,"Jackrab","Junkie72",2022-08-11,4,223,2022-08-11 04:13:57,43.31786402,-116.215386,c(-116.215386, 43.31786402),"7"
"472",472,"Jackrab","Junkie8",2022-08-08,4,220,2022-08-08 04:06:13,43.35447298,-116.23443,c(-116.23443, 43.35447298),"5"
"473",473,"Jackrab","Junkie81",2022-08-09,3,221,2022-08-09 03:44:13,43.27660804,-116.080709,c(-116.080709, 43.27660804),"6"
"474",474,"Jackrab","Junkie82",2022-08-11,4,223,2022-08-11 04:15:07,43.32629696,-116.218204,c(-116.218204, 43.32629696),"7"
"475",475,"Jackrab","Junkie9",2022-08-09,3,221,2022-08-09 03:45:29,43.27352199,-116.071821,c(-116.071821, 43.27352199),"6"
"476",476,"Jackrab","Junkie91",2022-08-11,4,223,2022-08-11 04:15:22,43.32755802,-116.219894,c(-116.219894, 43.32755802),"7"
"477",477,"Jackrab","Ja",2022-08-01,22,213,2022-08-01 22:41:50,43.34491602,-116.129885,c(-116.129885, 43.34491602),"1"
"478",478,"Jackrab","Ja1",2022-08-01,23,213,2022-08-01 23:00:10,43.31247202,-116.134104,c(-116.134104, 43.31247202),"1"
"479",479,"Jackrab","Ja10",2022-08-05,1,217,2022-08-05 01:11:07,43.20599796,-116.274224,c(-116.274224, 43.20599796),"4"
"480",480,"Jackrab","Ja101",2022-08-08,23,220,2022-08-08 23:51:08,43.17401396,-116.243955,c(-116.243955, 43.17401396),"6"
"481",481,"Jackrab","Ja11",2022-08-02,2,214,2022-08-02 02:43:26,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"482",482,"Jackrab","Ja110",2022-08-09,1,221,2022-08-09 01:25:12,43.195707,-116.006717,c(-116.006717, 43.195707),"6"
"483",483,"Jackrab","Ja111",2022-08-05,1,217,2022-08-05 01:11:21,43.20635201,-116.274218,c(-116.274218, 43.20635201),"4"
"484",484,"Jackrab","Ja112",2022-08-08,23,220,2022-08-08 23:51:14,43.17394104,-116.243772,c(-116.243772, 43.17394104),"6"
"485",485,"Jackrab","Ja113",2022-08-11,23,223,2022-08-11 23:40:39,43.16671802,-115.984585,c(-115.984585, 43.16671802),"8"
"486",486,"Jackrab","Ja114",2022-08-12,0,224,2022-08-12 00:13:12,43.18342198,-116.182427,c(-116.182427, 43.18342198),"8"
"487",487,"Jackrab","Ja12",2022-08-03,23,215,2022-08-03 23:19:03,43.34598203,-116.145594,c(-116.145594, 43.34598203),"3"
"488",488,"Jackrab","Ja121",2022-08-05,1,217,2022-08-05 01:19:28,43.21429403,-116.262222,c(-116.262222, 43.21429403),"4"
"489",489,"Jackrab","Ja122",2022-08-08,23,220,2022-08-08 23:52:15,43.17329203,-116.24107,c(-116.24107, 43.17329203),"6"
"490",490,"Jackrab","Ja13",2022-08-04,23,216,2022-08-04 23:44:01,43.16945496,-115.975592,c(-115.975592, 43.16945496),"4"
"491",491,"Jackrab","Ja131",2022-08-08,23,220,2022-08-08 23:52:44,43.17292297,-116.240069,c(-116.240069, 43.17292297),"6"
"492",492,"Jackrab","Ja14",2022-08-05,0,217,2022-08-05 00:37:10,43.16065497,-116.209247,c(-116.209247, 43.16065497),"4"
"493",493,"Jackrab","Ja141",2022-08-08,23,220,2022-08-08 23:53:15,43.17235996,-116.238918,c(-116.238918, 43.17235996),"6"
"494",494,"Jackrab","Ja15",2022-08-05,0,217,2022-08-05 00:37:45,43.16089301,-116.211121,c(-116.211121, 43.16089301),"4"
"495",495,"Jackrab","Ja151",2022-08-08,23,220,2022-08-08 23:53:21,43.17225804,-116.238722,c(-116.238722, 43.17225804),"6"
"496",496,"Jackrab","Ja16",2022-08-07,23,219,2022-08-07 23:54:39,43.31286597,-116.26522,c(-116.26522, 43.31286597),"5"
"497",497,"Jackrab","Ja161",2022-08-08,23,220,2022-08-08 23:59:15,43.16532402,-116.221556,c(-116.221556, 43.16532402),"6"
"498",498,"Jackrab","Ja17",2022-08-08,0,220,2022-08-08 00:43:35,43.310412,-116.134672,c(-116.134672, 43.310412),"5"
"499",499,"Jackrab","Ja18",2022-08-08,0,220,2022-08-08 00:44:02,43.31115003,-116.134505,c(-116.134505, 43.31115003),"5"
"500",500,"Jackrab","Ja19",2022-08-09,0,221,2022-08-09 00:58:33,43.17863599,-115.963055,c(-115.963055, 43.17863599),"6"
"501",501,"Jackrab","Ja2",2022-08-01,23,213,2022-08-01 23:00:45,43.31142001,-116.134339,c(-116.134339, 43.31142001),"1"
"502",502,"Jackrab","Ja20",2022-08-11,23,223,2022-08-11 23:28:02,43.17734602,-115.964977,c(-115.964977, 43.17734602),"8"
"503",503,"Jackrab","Ja21",2022-08-02,2,214,2022-08-02 02:43:44,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"504",504,"Jackrab","Ja22",2022-08-03,23,215,2022-08-03 23:19:22,43.34598203,-116.145594,c(-116.145594, 43.34598203),"3"
"505",505,"Jackrab","Ja23",2022-08-05,0,217,2022-08-05 00:39:19,43.16248599,-116.214938,c(-116.214938, 43.16248599),"4"
"506",506,"Jackrab","Ja24",2022-08-08,0,220,2022-08-08 00:46:10,43.31504401,-116.133532,c(-116.133532, 43.31504401),"5"
"507",507,"Jackrab","Ja25",2022-08-12,0,224,2022-08-12 00:13:04,43.18383998,-116.182195,c(-116.182195, 43.18383998),"8"
"508",508,"Jackrab","Ja3",2022-08-01,23,213,2022-08-01 23:50:46,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"509",509,"Jackrab","Ja31",2022-08-02,2,214,2022-08-02 02:55:03,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"510",510,"Jackrab","Ja32",2022-08-03,23,215,2022-08-03 23:43:40,43.31065197,-116.134639,c(-116.134639, 43.31065197),"3"
"511",511,"Jackrab","Ja33",2022-08-05,0,217,2022-08-05 00:41:48,43.16538999,-116.22166,c(-116.22166, 43.16538999),"4"
"512",512,"Jackrab","Ja34",2022-08-08,23,220,2022-08-08 23:31:15,43.206162,-116.274235,c(-116.274235, 43.206162),"6"
"513",513,"Jackrab","Ja4",2022-08-02,2,214,2022-08-02 02:56:10,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"514",514,"Jackrab","Ja41",2022-08-03,23,215,2022-08-03 23:44:08,43.30976198,-116.1347,c(-116.1347, 43.30976198),"3"
"515",515,"Jackrab","Ja42",2022-08-05,0,217,2022-08-05 00:46:26,43.169692,-116.233789,c(-116.233789, 43.169692),"4"
"516",516,"Jackrab","Ja43",2022-08-08,23,220,2022-08-08 23:31:39,43.20506204,-116.274219,c(-116.274219, 43.20506204),"6"
"517",517,"Jackrab","Ja5",2022-08-02,0,214,2022-08-02 00:00:10,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"518",518,"Jackrab","Ja51",2022-08-05,0,217,2022-08-05 00:52:19,43.17539899,-116.24881,c(-116.24881, 43.17539899),"4"
"519",519,"Jackrab","Ja52",2022-08-08,23,220,2022-08-08 23:31:48,43.20476297,-116.274206,c(-116.274206, 43.20476297),"6"
"520",520,"Jackrab","Ja6",2022-08-03,23,215,2022-08-03 23:15:32,43.38602196,-116.208492,c(-116.208492, 43.38602196),"3"
"521",521,"Jackrab","Ja61",2022-08-05,0,217,2022-08-05 00:53:58,43.17689398,-116.252987,c(-116.252987, 43.17689398),"4"
"522",522,"Jackrab","Ja62",2022-08-08,23,220,2022-08-08 23:39:46,43.18623503,-116.271576,c(-116.271576, 43.18623503),"6"
"523",523,"Jackrab","Ja7",2022-08-04,0,216,2022-08-04 00:15:36,43.320435,-116.241529,c(-116.241529, 43.320435),"3"
"524",524,"Jackrab","Ja71",2022-08-05,0,217,2022-08-05 00:54:04,43.17702298,-116.253261,c(-116.253261, 43.17702298),"4"
"525",525,"Jackrab","Ja72",2022-08-08,23,220,2022-08-08 23:46:13,43.178766,-116.256771,c(-116.256771, 43.178766),"6"
"526",526,"Jackrab","Ja8",2022-08-05,0,217,2022-08-05 00:59:23,43.18422999,-116.267996,c(-116.267996, 43.18422999),"4"
"527",527,"Jackrab","Ja81",2022-08-08,23,220,2022-08-08 23:48:31,43.17604104,-116.251036,c(-116.251036, 43.17604104),"6"
"528",528,"Jackrab","Ja9",2022-08-05,1,217,2022-08-05 01:10:09,43.20411304,-116.274181,c(-116.274181, 43.20411304),"4"
"529",529,"Jackrab","Ja91",2022-08-08,23,220,2022-08-08 23:49:32,43.17527904,-116.248184,c(-116.248184, 43.17527904),"6"
"530",530,"Jackrab","Jai",2022-08-01,23,213,2022-08-01 23:06:01,43.30672304,-116.141743,c(-116.141743, 43.30672304),"1"
"531",531,"Jackrab","Jai1",2022-08-01,23,213,2022-08-01 23:07:53,43.31274896,-116.147315,c(-116.147315, 43.31274896),"1"
"532",532,"Jackrab","Jai10",2022-08-01,23,213,2022-08-01 23:25:06,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"533",533,"Jackrab","Jai11",2022-08-03,22,215,2022-08-03 22:55:14,43.387667,-116.232372,c(-116.232372, 43.387667),"3"
"534",534,"Jackrab","Jai110",2022-08-09,0,221,2022-08-09 00:08:27,43.16909898,-116.195979,c(-116.195979, 43.16909898),"6"
"535",535,"Jackrab","Jai12",2022-08-03,23,215,2022-08-03 23:50:34,43.30452497,-116.137063,c(-116.137063, 43.30452497),"3"
"536",536,"Jackrab","Jai13",2022-08-04,0,216,2022-08-04 00:00:24,43.33707601,-116.217426,c(-116.217426, 43.33707601),"3"
"537",537,"Jackrab","Jai14",2022-08-04,0,216,2022-08-04 00:00:33,43.33707701,-116.217971,c(-116.217971, 43.33707701),"3"
"538",538,"Jackrab","Jai15",2022-08-05,0,217,2022-08-05 00:00:01,43.15747102,-116.001864,c(-116.001864, 43.15747102),"4"
"539",539,"Jackrab","Jai16",2022-08-05,0,217,2022-08-05 00:19:51,43.17393299,-116.164361,c(-116.164361, 43.17393299),"4"
"540",540,"Jackrab","Jai17",2022-08-08,0,220,2022-08-08 00:15:10,43.32440098,-116.239884,c(-116.239884, 43.32440098),"5"
"541",541,"Jackrab","Jai18",2022-08-08,0,220,2022-08-08 00:24:48,43.33703401,-116.219245,c(-116.219245, 43.33703401),"5"
"542",542,"Jackrab","Jai19",2022-08-09,0,221,2022-08-09 00:07:11,43.16541597,-116.199953,c(-116.199953, 43.16541597),"6"
"543",543,"Jackrab","Jai2",2022-08-01,23,213,2022-08-01 23:08:45,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"544",544,"Jackrab","Jai20",2022-08-12,0,224,2022-08-12 00:15:50,43.17282096,-116.192867,c(-116.192867, 43.17282096),"8"
"545",545,"Jackrab","Jai21",2022-08-03,23,215,2022-08-03 23:51:50,43.31030203,-116.145468,c(-116.145468, 43.31030203),"3"
"546",546,"Jackrab","Jai22",2022-08-04,0,216,2022-08-04 00:00:57,43.33711297,-116.219708,c(-116.219708, 43.33711297),"3"
"547",547,"Jackrab","Jai23",2022-08-05,0,217,2022-08-05 00:25:22,43.18489904,-116.17989,c(-116.17989, 43.18489904),"4"
"548",548,"Jackrab","Jai24",2022-08-08,0,220,2022-08-08 00:32:17,43.320521,-116.155053,c(-116.155053, 43.320521),"5"
"549",549,"Jackrab","Jai25",2022-08-09,0,221,2022-08-09 00:09:45,43.17210004,-116.193744,c(-116.193744, 43.17210004),"6"
"550",550,"Jackrab","Jai3",2022-08-01,23,213,2022-08-01 23:09:04,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"551",551,"Jackrab","Jai31",2022-08-03,23,215,2022-08-03 23:51:59,43.31113704,-116.146099,c(-116.146099, 43.31113704),"3"
"552",552,"Jackrab","Jai32",2022-08-04,0,216,2022-08-04 00:05:51,43.324347,-116.239963,c(-116.239963, 43.324347),"3"
"553",553,"Jackrab","Jai33",2022-08-05,0,217,2022-08-05 00:27:12,43.17904897,-116.183536,c(-116.183536, 43.17904897),"4"
"554",554,"Jackrab","Jai34",2022-08-08,0,220,2022-08-08 00:36:01,43.30675296,-116.141791,c(-116.141791, 43.30675296),"5"
"555",555,"Jackrab","Jai35",2022-08-09,0,221,2022-08-09 00:10:47,43.17491099,-116.188725,c(-116.188725, 43.17491099),"6"
"556",556,"Jackrab","Jai4",2022-08-01,23,213,2022-08-01 23:09:34,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"557",557,"Jackrab","Jai41",2022-08-03,23,215,2022-08-03 23:52:27,43.313762,-116.148224,c(-116.148224, 43.313762),"3"
"558",558,"Jackrab","Jai42",2022-08-04,0,216,2022-08-04 00:06:00,43.32394098,-116.240448,c(-116.240448, 43.32394098),"3"
"559",559,"Jackrab","Jai43",2022-08-05,0,217,2022-08-05 00:28:14,43.17576201,-116.187162,c(-116.187162, 43.17576201),"4"
"560",560,"Jackrab","Jai44",2022-08-08,0,220,2022-08-08 00:37:47,43.30410797,-116.135674,c(-116.135674, 43.30410797),"5"
"561",561,"Jackrab","Jai45",2022-08-09,0,221,2022-08-09 00:11:27,43.17679902,-116.185221,c(-116.185221, 43.17679902),"6"
"562",562,"Jackrab","Jai5",2022-08-01,23,213,2022-08-01 23:09:52,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"563",563,"Jackrab","Jai51",2022-08-03,23,215,2022-08-03 23:52:34,43.314065,-116.148554,c(-116.148554, 43.314065),"3"
"564",564,"Jackrab","Jai52",2022-08-04,0,216,2022-08-04 00:06:20,43.32324998,-116.241401,c(-116.241401, 43.32324998),"3"
"565",565,"Jackrab","Jai53",2022-08-05,0,217,2022-08-05 00:28:26,43.17522699,-116.188189,c(-116.188189, 43.17522699),"4"
"566",566,"Jackrab","Jai54",2022-08-09,0,221,2022-08-09 00:12:05,43.17930403,-116.183477,c(-116.183477, 43.17930403),"6"
"567",567,"Jackrab","Jai6",2022-08-01,23,213,2022-08-01 23:10:31,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"568",568,"Jackrab","Jai61",2022-08-03,23,215,2022-08-03 23:53:00,43.31586401,-116.150416,c(-116.150416, 43.31586401),"3"
"569",569,"Jackrab","Jai62",2022-08-04,23,216,2022-08-04 23:53:17,43.18143404,-115.999152,c(-115.999152, 43.18143404),"4"
"570",570,"Jackrab","Jai63",2022-08-05,0,217,2022-08-05 00:30:02,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"571",571,"Jackrab","Jai64",2022-08-09,0,221,2022-08-09 00:17:11,43.16741598,-116.164182,c(-116.164182, 43.16741598),"6"
"572",572,"Jackrab","Jai7",2022-08-01,23,213,2022-08-01 23:18:56,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"573",573,"Jackrab","Jai71",2022-08-03,23,215,2022-08-03 23:54:08,43.32117504,-116.155894,c(-116.155894, 43.32117504),"3"
